,회차,날짜,댓글,답글,좋아요,싫어요
0,6,2021-07-27 23:20,실종자를 찾습니다이름 유중혁 나이 28세 직업 무직 특징 잘생기고 욜라 쎄고 잘생기고한 주인공인데 현재 쓰러진채로 홀로 외롭게 비맞고 계신 분 발견 시 김독자를 일단 피신시킨 후에 접근하세요 독자가 다가가면 칼부터 나옵니다,25,5466,95
0,6,2021-07-27 23:25,정작 저 정보들 나온 멸살법 주인공은 어딨냐구 ㅋㅋㅋㅋㅋㅋ 유일한 독자한테 명치빵 맞아 쓰러진채로 처량하게 비맞고 있냐고 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋ,10,5128,33
0,6,2021-09-01 08:09,"""왕이 없는 세계의 왕""이 단어가 이상하면 당장 이마트 가서 ""노브랜드 브랜드"" 제품을 확인하세요.",52,5103,11
0,6,2021-07-29 09:23,"이런 대작 소설을 제일 웹툰화 잘 하고 있는 만화,,,,진짜",15,4282,32
0,6,2021-07-27 23:16,아무도 말안해서는 너무 식상하지만 유중혁 지금 땅에 박혀있는거 생각하면 웃기네 ㅋㅋㅋㅋㅋㅋ,13,4026,27
0,6,2021-08-31 23:35,왕이 없는 세계의 왕 ㅋㅋㅋㅋㅋ 쨌든 왕이 있는 거잖아 ㅋㅋㅋㅋ,43,3458,84
0,6,2021-07-27 22:53,뭐야 무슨 일이야 이렇게 빨리 올라온다니 작가님 사랑해요,3,2215,20
0,6,2021-08-03 23:02,"이건 웹툰이라 검열해서 안나온것같은데....원작에서는 코인농장을 운영하는 사람들이 여자/남자 할것없이 강간하고 그런 성폭력을 보며 후원하는 쓰레기 성좌들이 나옵니다. 아포칼립스물에서 인간의 욕망과 죄악을 잘 보여주는 부분이기도 했지만 웹툰팀이 어떻게 검열을 할까 많이 걱정했는데, 성폭력 부분 대신 인간 싸움장 콜로세움에 대한 부분만 나오도록 스토리를 살짝 바꾸었네요. 어색하지 않게 잘 검열된것 같아 다행이에요! 아 그리고 8월 3일은 중혁이의 생일입니다...! 유중혁 생일축하행 #독자들이_주인공에게",201,43749,418
0,6,2021-08-03 23:13,수영아 그렇게 기대있으면 척추수술 1700만원....,91,28222,78
0,6,2021-08-03 22:55,오늘 (8월3일)은 우리들의 회귀자 중혁이의 생일입니다❗🎉비록 전독시에서는 주인공이 아니지만 멸살법의 주인공 답게! 오늘은 너가 주인공해라😊😊 #회귀자생일 #오늘유중혁하고푼고다해라 #독자는잠시나가있어,73,12521,279
0,6,2021-08-03 23:02,크흠..원작 본 사람으로서 코인농장 원작에서보다 좀 순화된거 같네요.. 그래.. 웹툰에서 소설묘사처럼 그리려면 19 걸어야 될거같은..,50,10332,443
0,6,2021-08-03 23:08,코인 농장은 순화돼야함... 소설로 볼 때 솔직히 읽기 힘들었음,35,9801,149
0,6,2021-08-03 23:16,"이번화 가장 불쌍한 사람이 누구냐고??독자한테 맞고 쓰러져서 비맞다가 순간이동 당한 유중혁? 학교로 떨어지고, 유중혁한테 뺨 맞은 듯한 이지혜? 학폭당했던 꿈꾸다 계약직으로 다니던 회사로 떨어진 김독자? 아니..지하철역 지키다가 군부대로 복귀당한 이현성이지...",31,8786,94
0,6,2021-08-03 23:02,그런데 정말로 세계가 멸망하면 저런 일들이 충분히 일어날 수 있을 것 같음...,24,6754,46
0,6,2021-08-03 23:12,도깨비 쉑 군대 PTSD는 선넘었지;;,44,6528,83
0,6,2021-08-03 23:19,독자 슬슬 옷 한벌 얻을 때 됬다...언제까지 거적대기만 걸치고 다닐꺼니 ㅠㅠㅠㅠㅠㅠㅠ,36,5332,32
0,6,2021-08-03 23:09,한수영 진짜 예쁘긴하다,35,4308,84
0,6,2021-09-07 23:25,그까짓 코인.. 얼마나주길래?? 독자는 무려 72000코인을 최애 꿀밤때리기에 사용했다구,20,3748,15
0,6,2021-09-07 23:12,한수영 진짜 개이쁘게 생겼다 와 근데 작화팀 소름 돋는 게 진짜 소설 보면서 딱 떠올렸던 이미지대로 계속 그리심...,7,3145,26
0,6,2021-09-07 23:38,아니 코인농장 더럽게 역겹고 그런데 오늘 직장인 독자 옥상에서 왤케 무해하게 생김..?아 핸드폰에서 조커마냥 쪼개고 있는 날 보고 급 현타 옴…사랑한다 독자야,16,2873,40
0,6,2021-09-07 22:59,아...근데 오늘 나만 수영이 예뻐...? 막컷 너무 예쁜데...?,24,2745,50
0,6,2021-08-03 23:12,+ <서브시나리오-생일축하> 분류:서브 난이도:개복치마음 클리어조건: 당신은 채널 #BI-7623의 구독좌입니다. 오늘은 회귀자 '개복치'의 생일입니다. 이 개복치는 오랜 회귀동안 생일을 축하받지못했습니다. 200코인(🍪🍪)이상을 후원하거나 간접메시지로 생일축하를 해주십시오. 제한시간:1시간 보상:개복칩(돌연사맛) 실패시: 사망(?) +,50,2652,74
0,6,2021-08-10 23:09,김독자 말이 틀린 이유1.김독자는 여기 주인공임 2.한수영 이쁨,116,44195,160
0,6,2021-08-10 23:09,아니 저게 미소녀가 아니면 나는 땅강아쥐보다 더한건가,158,25734,104
0,6,2021-08-10 23:09,전지적 독자 시점에서 가장 이해가 안 되는 미스터리1. 독자는 잘 생겼는데 왜 사람들은 그걸 모르나 2. 수영이 왜 미소녀가 아닌가,120,22621,94
0,6,2021-08-10 23:07,수영언니 미소녀는 아니지. 초미인이지,32,14576,136
0,6,2021-08-10 23:46,한수영 나올수록 매력 터지네 ㅋㅋㅋㅋㅋ,20,10122,73
0,6,2021-08-11 00:18,동작 그만 한수영 독자가 철창 자를때 실눈 뜨고 있네 ㅋㅋㅋㅋ,38,9703,38
0,6,2021-08-11 00:37,윤대리 김독자보고 음침한 패션이라 그러는데 흰셔츠+검정바지+가디건까지 걍 무난하게 잘입었잖아ㅋㅋㅋ,30,8173,22
0,6,2021-08-11 00:18,작화팀이 한수영 작화에 힘을 많이 준듯고맙다..,15,4634,36
0,6,2021-08-10 23:48,아 배댓을 하고 싶은데 생각이 안 나네,31,4557,193
0,6,2021-08-11 00:26,넌 미소녀가 아니야 할 때 한수영 표정이 ㄹㅇ 압권ㅋㅋㅋ,11,4135,22
0,6,2021-08-11 01:14,"""그리고 이런것도 좋아하죠""라고할때 김독자 왜케 이쁘냐..살짝 눈 감은 느낌으로 끼부림..",18,3932,31
0,6,2021-08-11 00:32,그래도 티키타카는 정희원이랑 김독자가 원조인데,29,3672,24
0,6,2021-09-14 23:26,하렘을 기다리던 한 성좌는 의자왕이냐,45,3626,52
0,6,2021-09-14 23:41,"팬이 까를만든다가 이런거구만. 스포좀 그만해. 한수영 정체는 알아서 안말하는거 같지만, 결국 다 유추가능하게 말하면 그게 뭐가 의미 있어? 그리고 핀터레스트 트위터 인스타에서도 영업하는건 알겠는데, 광신도처럼 영업하니까 까들이 생기잖아. 적당히 몰라? 적당히. 영업할때도 왜 중후반부 결말 포함한 영업을 하는거야? 이미 완결난 내용 웹툰으로 만든다는게 어떤 의미인지 몰라? 독자들이 스포해버리면 망한다는 뜻이라고. 팬만 읽어줄 이야기가 되니까. 좀 팬이라면 품격을 지켜. 품격. 잼민이들도 선생님이 모두 모이라면 모이는데, 어찌된게 어른이란 놈들이 이렇게 산만하고 지조가 없어?",41,3034,41
0,6,2021-09-14 23:28,"""넌 미소녀가 아니라 여신이야""",24,2986,66
0,6,2021-08-17 23:16,"!경축! 6/8~8/17 김독자, '71일'만에 사명대사의 거적대기를 벗다.",64,22094,68
0,6,2021-08-17 23:08,여러분그거아십니까 전독시종이책이 12월에 나옵니다 여러분그거아십니까 전독시종이책이 12월에 나옵니다 여러분그거아십니까 전독시종이책이 12월에 나옵니다 여러분그거아십니까 전독시종이책이 12월에 나옵니다 여러분그거아십니까 전독시종이책이 12월에 나옵니다,244,19677,151
0,6,2021-08-17 23:20,한수영 : 너 대체 특성이 뭐야?김독자 : ..사기꾼 ['거짓단파'가 김독자의 말이 사실임을 확인했습니다] 한수영 : ...??,50,17901,64
0,6,2021-08-17 23:13,"이때까지 나온 김독자 스킬 총정리 1.[전지적 독자 시점] 1단계부터 3단계까지 나눠져 있으며 대상에 대한 이해도가 높을수록 발동되는 스킬의 단계가 높아진다. 1단계는 등장인물의 간단한 행동이나 감정을, 2단계는 등장인물의 속마음을, 3단계는 등장인물이 위치한 주변 전경을 보거나 등장인물 본인에게 직접 몰입할 수 있다 2.[등장인물 일람] 대상의 정보를 볼 수 있다 3.[책갈피] 특정 등장인물을 저장하고 해당 인물의 능력을 사용할 수 있다. 해당 등장인물에 대한 이해도가 높을수록 재현할 수 있는 힘이 강해진다 4.[제4의 벽] 5.[냉철한 관찰력] 관찰력을 발휘해 해당 대상이 가진 능력을 파악할 수 있게 해주는 능력이다 6.[냉기 저항] 7.[백청강기] 무기에 백색의 강기를 일으키는 스킬 8.[파마] 사명대사의 동상을 부수고 얻은 스킬",77,8004,37
0,6,2021-08-17 23:22,중간에 도깨비들 회의하는거 왜 웃기냐 ㅋㅋㄱㅋㅋㅋ,25,7549,22
0,6,2021-08-17 23:21,근데 ㄹㅇ 팬티는 어떡하지 뺏어 입을 수도 없고 집가서 가져올 수도 없고..,65,7363,20
0,6,2021-08-17 23:14,수영 누님....우리는 그걸 표절이라고 말하기로 약속했어요.....이건 사회의 약속이에요....,66,6737,40
0,6,2021-08-17 23:20,독자 슈트 너무 예쁘게 잘 그리셨잖아요 작가님...,19,5207,22
0,6,2021-08-17 23:22,"""잘됐네. 첫 경험은 중요한 법이니까""삘하게 터졌네 ㅋㅋㅋㅋ",60,4024,186
0,6,2021-08-17 23:20,아니 도깨비 회의라는 건 그냥 모여서 코인 아이템 더 팔기야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,10,3469,13
0,6,2021-08-18 19:34,웹툰에는 제대로 묘사가 안 됐는데 김독자는 불살의 왕 때문에 동족을 직접 못 죽여서 김독자가 제압하고 한수영이 죽이는 식으로 싸웠습니다!,20,3181,21
0,6,2021-08-17 23:20,수영이 코인 받고 좋아하는 거 봨ㅋㅋㅋ 너무 귀여운 거 아니냐고,14,2719,34
0,6,2021-08-17 23:16,". ⠀⠀⣀⣴⣾⣿⣷⣦⣀⠀⠀⠀⠀⣀⣴⣾⣿⣿⣷⣦⣀⠀⣼⣿⣿⣿⣿⣿⣿⣿⣿⣧⠀⠀⣼⣿⣿⣿⣿⣿⣿⣿⣿⣧ ⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿ ⠀⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟ ⠀⠀⠙⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠋ ⠀⠀⠀⠀⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠟ ⠀⠀⠀⠀⠀⠙⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠋ ⠀⠀⠀⠀⠀⠀⠀⠙⣿⣿⣿⣿⣿⣿⣿⣿⠋ ⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠻⣿⣿⣿⣿⠟ ⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⢿⡿⠋⠀ 　　 ∩ 　　( ⌒)　　 ∩ 　　/ ,ノ　　( ) 　 / /　　　 / /”” 　/ /_、_ ／ノ `/ /,_ノ`)／／ (　　　／ ヽ　　｜　　작가님 최고에요! 　＼　　 ＼",20,2565,41
0,6,2021-09-22 08:00,나처럼 가터벨트 존버하는사람 손...그게 머냐고?? 있어 그런게,99,2290,187
0,6,2021-08-17 23:14,너 대체 특성이 뭐야?사기꾼.,11,2191,27
0,6,2021-08-24 23:09,???:반복되고 강조되는 과거는 독자를 불안하게 해요,59,31604,92
0,6,2021-08-24 23:08,예전에 독자 폰 뺏어서 봤나보네,60,30155,65
0,6,2021-08-24 23:08,173편만 본 하차자 : 하 차자따,84,21684,81
0,6,2021-08-24 23:08,독자 PTSD건드는거는 에바지..,33,15758,57
0,6,2021-08-24 23:17,여러분 인외종색깔을 보시면 오방색 중에서 하양색만 없어요 하양색은 순수하다는 뜻으로도 자주쓰이는데 검은색이 바탕인걸로 보면은 인성이 쓰레기이거나 나쁜애라는 것을 강조하려고 한것일지도 있죠,52,14117,101
0,6,2021-08-24 23:23,참고: 저번주 컷은 200이 넘었지만 오늘은 96컷이다. 작가님 손목을 생각해서라도 이부분은 뭐라하지 말자,59,7834,133
0,6,2021-08-24 23:58,"인물 '한수영'이 당신의 말이 사실임을 확인하였습니다] ""...........이거 고장났나?"" [인물 '한수영'이 당신의 말이 사실임을 확인하였습니다] ""이거 왜 자꾸 고장이 나지?"" 수영아 뭐해 ㅋㅋㅋㅋㅋ",25,6629,45
0,6,2021-08-24 23:06,멸살법 정독 = 미친짓 근데 그걸 해낸 독자는..... ㄷㄷ,23,5150,25
0,6,2021-08-24 23:19,개인적으로 송민우 반인반늑 모습에 시커먼 놈으로 상상했는데... 불호는 아니지만 생각보다 색감 알록달록하고 완전 늑대 모습이라 놀랐다,22,4053,23
0,6,2021-08-25 00:34,“스포일러니까 말하지 마. 안 본 사람 있을 수도 있잖아.” by 독자,10,3743,18
0,6,2021-08-25 02:55,진짜 소설글을 웹툰으로 표현하신 작가님들 너무 대단하심...,13,3020,10
0,6,2021-09-28 23:13,컷 적다가 하는 애들 잘들어라소설 551화까지 있음 웹툰이랑 소설이 비슷한 템포로 진도 나아가는중 고로 휴재없이 연재하면 약 10년 남았다 미친 무슨 10년동안 200컷 을 그려요,18,2544,13
0,6,2021-08-25 01:33,멸살법 관련 이야기만 나오면 멸살법 마렵다 진짜 ㅋㅋㅋㅋㅋㅋ 외전으로 안 나올려나,28,2438,17
0,6,2021-09-29 05:05,이정도 수준의 웹툰에 별테할 일이 없는데 왜당했나 했더니분량이 문제였노... 물론 소설봤던사람들은 그림작가의 손목을 농으로 걱정해오긴 했는데... 솔직히 이건아니지 심지어 분량도 뭐라할 정도가 아님. 준수한데;;,14,2295,43
0,6,2021-09-28 23:08,앜ㅋㅋㅋㅋㅋ 한수영 스킬 고장났다면서 머리 통통치는거 너무 귀여운거 아니냐고ㅜㅠ.. 처음엔 비호감이었는데 가면 갈수록 호감가는 캐릭터네ㅋㅋㅋㅋ,12,2200,19
0,6,2021-08-31 22:56,"[상당수의 성좌들이 뜻밖에 전개에 당황합니다.] 나는 고통을 참으며 먼지를 털고 일어났다. 김독자: ""자체 각성 이벤트 중이었어"" 수영: ""......뭐?"" 김독자: ""맨날 쉽게 이기면 무슨 재미가 있냐? 가끔 역경도 있어야지."" 수영: ""아하, 그래서 그렇게 쳐 맞고 늘어져 계셨다?"" 김독자: ""잠깐 생각 좀 한거야."" [상당수의 성좌들이 안심합니다.] 이거 왜 아무도 말 안해줘 ㅈㄴ 웃긴데 ㅋㅋㅋㅋㅋㅋㅋ",90,35582,376
0,6,2021-08-31 23:00,"""별거 아닌 트라우마가 어디 있냐?"" ""트라우마는 다 심각한거야."" 진짜 우리 갓수영 언니 명언 날렸는데 왜 아무도 언급 안하냐.. 그치...PTSD는 다 심각한거야... 언니 너무 멋져.. 외쳐 갓수영!",79,30622,218
0,6,2021-08-31 23:03,송민우가 자기 얼굴 기억하냐는데 솔직히 저얼굴로 기억하냐고 묻는거는 뇌가 정말 인외종이 된걸까,34,20947,21
0,6,2021-08-31 23:05,송민우같은 가해자들은 모르지만 독자같은 피해자들에게는 트라우마로 남는 게 학폭이다,71,15303,59
0,6,2021-08-31 23:18,수영: 원래 말 몇 마디 해주면 각성해서 겁나 세지는 게 멸살법이잔아?독자: 내가 이현성인줄 알냐 현성: ....독자씨?,27,11388,37
0,6,2021-08-31 23:18,"※여러분 자꾸 이번화 분량이 적다고 하시는데 이번화 분량 절대 적지 않습니다!!!! 그전에 작가님께서 200컷 가까이 그려져서 적게 느껴지거나 너무 재미있어서 빨리 지나간것처럼 느껴지는거에요.앵간한 웹툰들 컷이 100컷 못넘는 경우가 많은데, 오늘 140컷 넘습니다.... 절대 분량 적은게 아니에요!※",51,6723,63
0,6,2021-08-31 23:07,그치... 트라우마에 무거운거랑 가벼운게 어디있어... 각자한테는 다 심각한거지..,10,5400,19
0,6,2021-08-31 23:10,김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아프지마 김독자 아,36,3915,70
0,6,2021-08-31 23:14,"???: 학폭 가해자들은 지들이 하는 일을 기억하지도, 반성하지도 않습니다. 그들이 사과하는 것은 대부분 사과하지 않으면 자신들에게 불이익이 있을 때만 사과하죠. 그러니 학폭러들은 검은 머리 짐승입니다, 안 바뀝니다 ???: 근데 저 학폭러는 짐승이 됐는데요 ???: 저런 진화했네요",32,3850,16
0,6,2021-08-31 23:11,뭐지 나한테도 민첩이 적용됬나?? 왜 이렇게 스크롤이 빨리 지나가지??,18,3480,143
0,6,2021-08-31 23:13,전독시 역할분담유중혁:츤데레 김독자:팩트로 뼈때리는애 이길영:젊은피 유상아:호기심대마왕 한수영:멘탈관리 송민우:애완견,31,2906,45
0,6,2021-08-31 23:08,진짜 트라우마 생긴 독자 너무 마음 아프고 제 4의 벽으로 뭔가 점점 인간성을 잃어가고 있는거 같아서 불안하고 슬프다....,12,2650,19
0,6,2021-08-31 23:12,자꾸 분량 뭐라고 하는데 이정도 퀄리티에 이정도 분량이면 작가님 손목 걱정도 해야지,22,2425,19
0,6,2021-10-06 07:13,현상금 시나리오 실패시 '한 발늦은 트라우마 극복자의 경멸'이거 왜 아무도 언급 안해ㅠㅠ개웃겨ㅋ튜ㅠㅌㅋ,22,2338,25
0,6,2021-08-31 23:21,"학폭 가해자는 자신이 학폭 가해자라는 사실조차 인지하지 못하고 있는 경우가 많음 그냥 장난으로, 재밌어서 등.피해자는 얼마나 힘들고 고통스러워하는지도 모르는 채로. 성인이 되어서도 독자처럼 트라우마에 시달리는데. 진짜 학폭은 반드시 근절되어야 할 행위임 모든 학교폭력 피해자 분들 힘내세요",12,2338,22
0,6,2021-09-07 22:55,김독자 기억에서 유중혁은 정말 한결같이 싸이코인게 너무 웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,54,39201,30
0,6,2021-09-07 22:59,한명오때도 그렇고 ㅋㅋㅋㅋ 한씨들 둘다 독자한테 막타로 인한 책임전가당하네 ㅋㅋㅋ,47,28064,66
0,6,2021-09-07 23:00,화사하게 웃으면서 때려서 나까지 시원해지는 느낌ㅋㅋ,21,20933,49
0,6,2021-09-07 23:01,유중혁-그냥 다죽인다김독자-할수있으면 해보던가 한수영-김독자 이 개색 이현성-독자씨 이건 어떻게 할까요? 이길영-곤충아 놀자 송민우-학교폭력 멈춰!!! 그리고 잊혀진 한명오부장ㅋㅋㅋ,43,16874,135
0,6,2021-09-07 23:02,김독자 맨날 보상은 얻을대로 얻고 저주는 남이나 주는거 개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,17,15560,11
0,6,2021-09-07 23:02,ㅋㅋㅋㅋㅋㅋㅋㅋ 단물 다 빨아먹고 한씨들한테는 안좋은거만 주네,18,9561,17
0,6,2021-09-07 23:03,독자: 하지만 후회할 텐데? 수영: 이때 아차 싶더라고,14,7793,25
0,6,2021-09-07 23:16,오늘도 수영이는 예쁘다 하지만 오늘은 독자가 좀 더 이뻣다..,22,6220,50
0,6,2021-09-08 02:40,"""네놈은 나를 배신했다. 죽어라.""""전 회차에서 나를 배신한 놈. 죽어라."" ""그냥 죽어라."" ...? 이거 소설 제목이 멸망한 세계에서 살아남는 세가지 방법 아니었나..? 언제부터 유중혁한테서 살아남는 세가지 방법이 된거지?ㅋㅋㅋㅋㅋㅋ",24,5741,14
0,6,2021-09-07 22:55,자기합리화래 ㅋㅋㅋㅋㅋ,13,4074,15
0,6,2021-09-07 23:25,김독자의 사기 후 시그니처 표정:매우 행복하게 웃으며 짜증나게 하기,10,3727,11
0,6,2021-09-08 01:48,전개 느리다는 애들은 전독시 소설이 오점하나없이 얼마나 완벽한지 모르고서 하는말이겠지...,52,3083,63
0,6,2021-09-08 01:58,아 독자 웃는거 너무 좋은데ㅠㅠㅠㅠㅠㅠㅠ 난 소설 읽으면서 이 장면에서도 이렇게 환하게 웃을 줄 몰랐어.. 근데 이렇게 시원하게 웃어주니까 너무 좋음 진짜로 트라우마 극복한게 보여서,9,2795,21
0,6,2021-09-08 01:42,한수영 작화 볼때마다 송곳니랑 세로동공? 때문에 고양이같음ㅠㅠ..,18,2595,25
0,6,2021-09-08 14:28,독자분들..전독시를 다시 왕좌에 올려야 합니다...큭..2등으로 밀리다니..,17,2062,36
0,5,2021-09-14 22:58,등장인물 알람을 볼 수 없다 = 제 4의 벽이 흔들린다 = 독자의 현실 지인 중 하나이다,203,41723,108
0,5,2021-09-14 22:55,"또 중혁이 사칭ㅋㅋㅋㅋㅋㅋ이쯤되면 중혁이한테도 [화신 '김독자'가 당신을 사칭하고 있습니다.] 이런거 뜰거같은데ㅋㅋㅋㅋ ㄹㅇ 중혁이가 제일 불쌍하다고ㅋㅋㅋㅋ 전회차까진 지가 다해먹었는데, 지금은 동료 잃고,뺏겨, 극장던전에서 쳐맞고, 깃발은 뺏기고, 와중에 사칭은 계속 당하고, 속아서 북쪽까지 마라톤했는데, 동생 납치(?)당하고, 또 맞아서 기절한 상태로 텔포탐ㅋㅋ그리고 근황은 알려지지도 않앜ㅋㅋㅋㅋㅋㅋ아옼ㅋㅋㅋ",54,27924,93
0,5,2021-09-14 22:57,"""넌 진짜 나쁜 새X야""하며 울먹이는 수영 누님 보자마자 감격했습니다 작가님",61,16429,335
0,5,2021-09-14 23:00,김독자 : 아. 그래. 좋은 배후성이지.한수영 : [해당 발언이 거짓임을 확인했습니다] 김독자 : 꼭 배후성으로 얻을 수 있길 바랄게. 한수영 : [해당 발언이 진실임을 확인했습니다] 한수영 : 너 나 싫어하지?,28,11973,61
0,5,2021-09-14 22:57,와 씨 첫번째 수영이 울먹이는거 나만 귀여움?,22,9262,172
0,5,2021-09-15 00:30,아 김독자 트라우마중 하나가 자신의 엄마가 아빠를 죽인 장면이 있었는데 그 후로 엄마는 서대문 형무소에 들어 간거고 마지막 장면에서 트러우마 실루엣이 엄마 같은데 저 사람은 독자의 엄마가 맞는듯,135,6580,721
0,5,2021-09-15 01:44,베댓 이상하게 알고 있는데 서대문형무소는 역사 문화적 공간이지 현재 교도소로 활용하고 있지 않아요!! 작중에서도 서대문 형무소 쪽에서 왔다고만 언급했습니다ㅜㅜ 우리 민족의 아픈 역사가 깃든 곳이니 제대로 기억해 주셨으면 좋겠어요,19,5724,20
0,5,2021-09-14 23:13,[유중혁 사칭 Lv.10을 획득하셨습니다!],21,3697,15
0,5,2021-09-14 23:00,오늘 화는 소설로 76~77화입니다!^^,24,3140,39
0,5,2021-09-15 07:33,한수영이 배후성 말할 때 표정이 뭔가 '멋지지'라고 하는 것 같은데 독자는 영혼없이 '화이팅'하고 있어 ㅋㅋㅋㅋㅋㅋ,6,2274,15
0,5,2021-09-15 07:41,초반에 나왔던 성좌들이 더 자세히 그려지니까 등장했을 때가 기대되네요,11,2020,16
0,5,2021-09-15 10:48,우리엘 실루엣 나왔네.... 모습 다 나올때까지 숨 참는다,34,1922,64
0,5,2021-09-15 08:34,독자: 내 이름은 유중혁이다수영: 입만 열면 거짓이 나오네,8,1854,16
0,5,2021-10-20 18:47,소설 다 읽어놓고 날카로운 척 스포하는애들 좀 역겹네,33,1715,24
0,5,2021-09-15 18:50,"안드라스(Andras). 솔로몬의 72악마 中 63위. 표기는 Andras. 이명은 불화의 후작. 날개가 있는 천사의 몸에 까마귀 혹은 올빼미나 부엉이의 머리. 검고 용감한 늑대 위에 올라타고 오른손에는 불타는 검을 들고 있다. 『레메게톤』에 나오는 72명의 악마 중 하나. 만족을 모르는 파괴자로, 이 세상을 파괴할 언동만 일삼으며 문제를 일으켜서 사람들 주위에 불화를 조성하고, 그것을 보면서 즐긴다고 한다. 자기를 불러낸 자가 마음에 들 경우에는 증오하는 상대방을 죽이는 방법을 가르쳐준다.",9,1394,15
0,5,2021-09-21 22:55,김독자 : 원작 내가 직접 얘기해줬어.한수영 : (그게 가족 불화의 원인 아냐..?),64,27001,130
0,5,2021-09-21 22:57,"저분 독자 어머니 맞는듯.전에 환영감옥에서 실루엣 나오면서 ""너는 아무것도 못본거야. 알았지?"" 하는거보면 어머니가 살인을 한거같음. 그거 외에도 어룡안에 있을때 ""...어머닌 괜찮으실까? 다른 사람도 아니고, 그 '어머니'인데""의 떡밥이 이제 풀린거고. '그' 라는게 독자가 감옥에 간 어머니에게 할말은 멸살법밖에 없으니까 꾸준히 멸살법 얘기해준걸 뜻하는듯.(와중에 수영이 말대로 그 재미없는걸 접견 30분 내외동안 쭉 설명해준 독자 그는 대체...) 어머니와 함께 못지낸 시간동안의 힘듦이 트라우마가 되어서 제4의벽이 흔들리는 듯한 반응이 저번화에 나온거고. +제 예측이고, 제발 이렇게 떡밥을 작가님께서 많이 던져주셨는데 스포라고 저번화처럼 발광들 하지말자. 기존에 무료분 풀린것만 봐도 알수있음.",89,19344,336
0,5,2021-09-21 23:01,늑대인간 주제에 왤케 잘생겼냐고 ㅋㅋㅋ,74,16396,66
0,5,2021-09-21 23:00,리카온 : 절대왕자를 부셨다고?? 넌 정채가 뭐지?김독자 : 난 유중혁이다.,90,13369,307
0,5,2021-09-21 23:02,"리카온: 어떻게... 어떻게 그런 천인공노할 짓을... 넌 대체 누구냐? 독자: 난 유중혁이다. [스킬,'유중혁 사칭'을 발동합니다.] 한수영: 얜 또 이러네",16,9563,62
0,5,2021-09-21 23:02,"[성좌, 세상의 모든 개를 착하게 하는 자] 가 그저 조금 큰 강아지일 뿐이라 주장합니다",51,8884,21
0,5,2021-09-21 23:06,"독자: 그럼 이거 마시면서 해수영: 뭐야, 이건? 필두: 충무로에는 슬픈 전설이 있지....",29,5812,26
0,5,2021-09-21 23:16,독자: 그리고 이건 재앙이 아니야수영: 그럼 뭔데? 독자: 표절을 게을리한 모양이네 아 독자 은근히 멕이네 ㅋㅋㅋ,18,5162,17
0,5,2021-09-21 23:17,리카온: 어떻게 그런 천인공노할 짓을...! 김독자: 난 유중혁이다. 리카온이 [화신 '유중혁'에게 저주를 내립니다.] 유중혁: 김독자 죽인다...,16,4289,26
0,5,2021-09-21 23:11,오늘은 왜 유중혁 사칭을 안 할까?,12,2754,15
0,5,2021-09-22 00:59,한수영 도깨비 보따리 원래 씀?,37,2121,19
